label,message,target,char_count,word_count,num_sentences,clean_message
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,158,35,5,frndship like needl clock though clock nt abl met evn meetitz second bt alwi stay conect gud
ham,I don't think he has spatula hands!,0,35,7,2,dont think spatula hand
ham,You can never do NOTHING,0,24,5,1,never noth
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,1,152,25,10,award sipix digit camera call landlin deliveri within day c box bp yr warranti ppm p£
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,53,8,2,goodmorn today late ltdecimalgt min
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,1,145,24,3,win urgent mobil number award prize guarante call land line claim valid hr ppm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0,72,15,3,pleas da call mistak side sorri da pl da goto doctor
ham,Where r we meeting?,0,19,4,2,meet
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0,188,37,6,well weather cali great complex great need car move freeli tax outrag great place sad part miss home
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,0,71,17,6,reach home tire come tomorro
ham,Ryder unsold.now gibbs.,0,23,3,3,ryder unsoldnow gibb
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1,141,26,3,dear subscrib ur draw gift voucher enter receipt correct an elvi presley birthday txt answer
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0,160,29,7,dont fret ill buy ovul test strip send wont get til like march send postal addressul alrightokay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0,73,15,3,gift tri get throw cliff someth
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0,106,21,5,ne thing interest good birthday wrking nxt start uni today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,0,80,17,1,busi come point figur tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0,105,19,2,yeah go bore depress sittin waitin phone ring hope wind drop though scari
ham,Black shirt n blue jeans... I thk i c ü...,0,42,10,3,black shirt blue jean thk
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0,68,14,3,aiyah sorri lor watch tv watch forgot check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1,159,25,5,messag import inform user today lucki day find log onto fantast surpris await
ham,on hen night. Going with a swing,0,32,7,2,hen night go swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0,159,35,7,good afternoon love go day woke earli onlin wait hmmm italian boy onlin see grin
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,140,28,1,someon smoke everi time ive smoke last two week call text want smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0,101,22,4,youll get headach tri figur trust math promis
ham,S s..first time..dhoni rocks...,0,31,4,4,sfirst timedhoni rock
ham,Ok ill tell the company,0,23,5,1,ok ill tell compani
ham,"Awesome, think we can get an 8th at usf some time tonight?",0,58,12,2,awesom think get th usf time tonight
ham,So that means you still think of teju,0,37,8,1,mean still think teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",0,61,15,2,im good movi ok leav hourish
ham,No no:)this is kallis home ground.amla home town is durban:),0,60,10,2,nothi kalli home groundamla home town durban
ham,So lets make it saturday or monday as per convenience.,0,54,10,2,let make saturday monday per conveni
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,0,69,14,4,hey time drive fri go evalu fri
spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",1,69,11,3,price claim call
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,72,17,2,im go lunch wif famili aft dat go str orchard lor
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1,156,27,3,bore speed date tri speedchat txt speedchat dont like em txt swap get new chatter chat pobox wq pmsg rcd
ham,Cancel cheyyamo?and get some money back?,0,40,6,3,cancel cheyyamoand get money back
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1,153,29,1,want anytim network min text new video phone five pound per week call repli deliveri tomorrow
ham,Ok.ok ok..then..whats ur todays plan,0,36,5,4,okok okthenwhat ur today plan
ham,Good morning princess! How are you?,0,35,6,3,good morn princess
ham,Aiyar sorry lor forgot 2 tell u...,0,34,7,2,aiyar sorri lor forgot tell
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,156,30,6,take part mobil survey yesterday text use howev wish get txt send txt tc
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way.,0,78,16,4,tonight mate catch sleep new number way
ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D",0,121,23,3,height oh shit situat guy throw luv letter gal fall brother head who gayd
spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1,104,19,1,ur hmv quiz cashbal current maxim ur cashin send hmv pmsg
ham,"So check your errors and if you had difficulties, do correction.",0,64,11,2,check error difficulti correct
ham,Howz pain?hope u r fine..,0,25,5,3,howz painhop fine
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0,58,13,3,wake alreadi thanx tau sar piah quit nice
ham,K do I need a login or anything,0,31,8,1,need login anyth
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,120,19,5,dont forget place mani free request stchoicecouk wish inform call
ham,LOL ... No just was busy,0,24,6,2,lol busi
ham,What * u wearing?,0,17,4,2,wear
ham,Oh:)as usual vijay film or its different?,0,41,7,2,oha usual vijay film differ
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,158,28,6,dont know dont know send chat let find pmsg rcvd hgsuit landsroww hl ldn year
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0,80,17,3,good day mine realli busi much tomorrow night
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0,85,18,3,way send shade stuff wonder
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0,115,25,5,realli tot ur paper end long ago wat copi ju got use happi lar still haf studi
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1,115,18,3,thank winner notifi sm good luck futur market repli stop custom servic
ham,Babe ? I lost you ... :-(,0,25,7,3,babe lost
ham,Ok... Help me ask if she's working tmr a not?,0,45,10,3,ok help ask she work tmr
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0,70,13,4,im drive rain ill get caught mrt station lor
ham,Not a drop in the tank,0,22,6,1,drop tank
ham,(That said can you text him one more time?),0,43,9,2,said text one time
ham,Ok i go change also...,0,22,5,2,ok go chang also
spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),1,139,30,5,girl mani local virgin readi fil ur everi sexual need fil text cute
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0,72,15,3,find sitter kaitlyn sick slept day yesterday
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0,91,18,1,sorri man accident left phone silent last night didnt check til got
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0,70,14,4,hey someth came last min think wun sign tmr hee
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,140,26,4,he adult would learn experi there real danger dont like peep use drug dont need comment
ham,Hey! There's veggie pizza... :/,0,31,5,3,hey there veggi pizza
ham,Yun buying... But school got offer 2000 plus only...,0,52,9,3,yun buy school got offer plu
ham,You sure your neighbors didnt pick it up,0,40,8,1,sure neighbor didnt pick
ham,K. I will sent it again,0,23,6,2,sent
ham,Well. Im computerless. Time to make some oreo truffles,0,54,9,3,well im computerless time make oreo truffl
ham,"Haha yeah I see that now, be there in a sec",0,43,11,1,haha yeah see sec
ham,I am not having her number sir,0,30,7,1,number sir
ham,Lol now I'm after that hot air balloon!,0,39,8,2,lol im hot air balloon
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,71,18,5,ok bu come soon come otherwis tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0,146,31,4,msg time passthey silent say think right also make think least moment gd ntswt drm shesil
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",0,73,14,1,yeah probabl swing roommat finish girl
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,159,32,6,got take take part wrc ralli oz lucozad energi text ralli le see pack lucozadecoukwrc itcould
ham,Happy new years melody!,0,23,4,2,happi new year melodi
ham,Ü dun need to pick ur gf?,0,25,7,2,dun need pick ur gf
ham,Yay! You better not have told that to 5 other girls either.,0,59,12,3,yay better told girl either
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0,150,33,5,horribl eat mac eat forgot abt alreadi rite take long repli thk toot prepar wat shall eat
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",0,166,38,2,say fantast chanc anyth need bigger life lift lose live think would first person die
ham,Just nw i came to hme da..,0,26,7,2,nw came hme da
ham,"I'm outside islands, head towards hard rock and you'll run into me",0,66,12,1,im outsid island head toward hard rock youll run
ham,To day class is there are no class.,0,35,8,2,day class class
ham,I'm in chennai velachery:),0,26,4,1,im chennai velacheri
ham,You flippin your shit yet?,0,26,5,2,flippin shit yet
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",0,49,10,1,give sec break ltgt cstore
ham,Am i that much bad to avoid like this?,0,38,9,2,much bad avoid like
ham,"Yo, you around? Just got my car back",0,36,8,2,yo around got car back
ham,Annoying isn't it.,0,18,3,2,annoy isnt
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",0,48,8,2,goodmorn today late ltgt min
ham,There's no point hangin on to mr not right if he's not makin u happy,0,68,15,1,there point hangin mr right he makin happi
ham,All will come alive.better correct any good looking figure there itself..,0,73,11,3,come alivebett correct good look figur
ham,In that case I guess I'll see you at campus lodge,0,49,11,1,case guess ill see campu lodg
ham,We're done...,0,13,2,2,done
ham,Come to my home for one last time i wont do anything. Trust me.,0,63,14,3,come home one last time wont anyth trust
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0,133,27,3,night worri appt shame miss girl night quiz popcorn hair
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,1,154,30,7,sex ur mobil free sexi pic jordan text babe everi wk get sexi celeb pocketbabecouk pic wk
ham,Ok... C ya...,0,13,3,3,ok ya
spam,You have 1 new voicemail. Please call 08719181503,1,49,8,2,new voicemail pleas call
ham,What he said is not the matter. My mind saying some other matter is there.,0,74,15,3,said matter mind say matter
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0,138,31,3,al moan thin go wrong faultal de argument faultf himso bother hav go thanxxx
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,164,22,2,neft transact refer number ltgt r ltdecimalgt credit beneficiari account ltgt lttimegt ltgt
ham,Otherwise had part time job na-tuition..,0,40,6,2,otherwis part time job natuit
ham,I know she called me,0,20,5,1,know call
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",0,61,12,2,also da feel yesterday night wait til day night dear
ham,Thanks for understanding. I've been trying to tell sura that.,0,61,10,3,thank understand ive tri tell sura
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1,145,26,4,win year suppli cd store ur choic worth enter weekli draw txt music tsc
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0,130,25,4,whole car appreci last two dad map read semi argument apart thing go ok
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1,148,29,4,sim subscrib select receiv bonu get deliv door txt word ok claim pmsg exp apr
ham,I need you to be in my strong arms...,0,37,9,2,need strong arm
ham,Also maaaan are you missing out,0,31,6,1,also maaaan miss
ham,His bday real is in april .,0,27,7,2,bday real april
ham,Guessin you ain't gonna be here before 9?,0,41,8,2,guessin aint gon na
ham,Ok then i will come to ur home after half an hour,0,49,12,1,ok come ur home half hour
ham,"Yo, the game almost over? Want to go to walmart soon",0,52,11,2,yo game almost want go walmart soon
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0,124,25,3,yeah probabl sure ilol let know person wuldnt bother ur goin mite well
ham,I'll text now! All creepy like so he won't think that we forgot,0,63,13,2,ill text creepi like wont think forgot
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0,83,15,2,would good ill phone tomo lunchtim shall organis someth
spam,You have 1 new voicemail. Please call 08719181513.,1,50,8,3,new voicemail pleas call
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",0,70,15,1,damn make tonight want wait til tomorrow
ham,K..k..i'm also fine:)when will you complete the course?,0,55,8,4,kkim also finewhen complet cours
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0,119,25,5,true passabl get high score appli phd get year salari make life easier
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,143,31,7,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend ptone repli hl info
ham,Prakesh is there know.,0,22,4,2,prakesh know
ham,Teach me apps da. When you come to college.,0,43,9,3,teach app da come colleg
ham,Rofl betta invest in some  anti aging products,0,46,8,1,rofl betta invest anti age product
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",0,75,14,3,sir receiv account anoth hr time sorri delay
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1,159,23,3,repli name address receiv post week complet free accommod variou global locat ph
ham,So ü'll be submitting da project tmr rite?,0,42,8,2,üll submit da project tmr rite
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1,122,21,5,free entri weekli comp send word enter tc cust care
ham,Jus ans me lar. U'll noe later.,0,31,7,3,ju an lar ull noe later
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0,76,15,3,want send someth sell fast ltgt easi money
ham,have got * few things to do. may be in * pub later.,0,51,13,3,got thing may pub later
ham,1's finish meeting call me.,0,27,5,2,finish meet call
ham,Lol ok. I'll snatch her purse too.,0,34,7,3,lol ok ill snatch purs
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,0,125,21,2,edrunk sorri iff pthi make senrddnot dancc drum basqihav fun nhite ro xxxxxxx
ham,How much are we getting?,0,24,5,2,much get
ham,Is ur paper in e morn or aft tmr?,0,33,9,2,ur paper morn aft tmr
ham,"Dear relieved of westonzoyland, all going to plan this end too!",0,63,11,2,dear reliev westonzoyland go plan end
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0,96,19,4,hope great new semest wish best made great
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0,53,14,4,oh ye speak txt hmm get email
ham,"I want to show you the world, princess :) how about europe?",0,59,12,2,want show world princess europ
ham,Nobody can decide where to eat and dad wants Chinese,0,52,10,1,nobodi decid eat dad want chines
ham,No shoot me. I'm in the docs waiting room. :/,0,45,10,3,shoot im doc wait room
ham,Now? I'm going out 4 dinner soon..,0,34,7,3,im go dinner soon
ham,Hello which the site to download songs its urgent pls,0,53,10,1,hello site download song urgent pl
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!",0,110,21,5,know mean king havin credit im goin bed night night sweet sleep
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,0,60,13,4,horribl gal sch stuff come got mc
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0,152,27,5,hi hun im comin nitetel everi im sorri hope ava goodtimeoli rang melnit ifink mite sortedbut il explain everythin monl rsx
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,1,81,13,1,pleas call immedi urgent messag wait
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0,87,20,1,yeah like go like friend imma flip shit like half hour
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,0,83,17,3,mum say wan go go shun bian watch da glass exhibit
ham,What your plan for pongal?,0,26,5,2,plan pongal
ham,Just wait till end of march when el nino gets himself. Oh.,0,58,12,3,wait till end march el nino get oh
ham,"Not yet chikku..going to room nw, i'm in bus..",0,46,9,3,yet chikkugo room nw im bu
ham,Am also doing in cbe only. But have to pay.,0,43,10,3,also cbe pay
ham,Honey boo I'm missing u.,0,24,5,2,honey boo im miss
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0,97,18,1,sent jd custom servic cum account execut ur mail id detail contact u
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0,70,14,2,yo im parent gettin cash good news pick downstem
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0,179,35,7,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1,120,20,3,hungri gay guy feel hungri call pmin stop text call pmin
ham,Ok. No wahala. Just remember that a friend in need ...,0,54,11,4,ok wahala rememb friend need
ham,I will see in half an hour,0,26,7,1,see half hour
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0,154,19,2,im inperialmus listen weirdest track ever byleafcutt johnsound like insect molestedsomeon plumbingremix evil men acid
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",0,123,24,3,hey sorri didntgiv ya bellearli hunnyjust bedbut mite go thepub tr uwana mt upload luv jenxxx
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0,48,8,3,serious tell exact word right
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1,146,27,2,get phone wan na chat set meet call cum moro luv jane xx calls£ minmoremobsemspobox po wa
ham,"Tee hee. Off to lecture, cheery bye bye.",0,40,8,3,tee hee lectur cheeri bye bye
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0,81,19,2,sorri chikku cell got problem tht nt abl repli msg
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,116,26,1,still havent collect dough pl let know go place sent get control number
ham,Ok...,0,5,1,2,ok
spam,network operator. The service is free. For T & C's visit 80488.biz,1,66,12,4,network oper servic free c visit biz
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0,81,18,4,let know contact ive settl room let know ok
ham,Wot u up 2 u weirdo?,0,20,6,2,wot weirdo
ham,Can do lor...,0,13,3,2,lor
ham,Dont put your phone on silent mode ok,0,37,8,1,dont put phone silent mode ok
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,0,64,17,3,meet depend wan lor
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0,69,15,3,wait tv show start lor leh still busi ur report
ham,Oh ho. Is this the first time u use these type of words,0,55,13,2,oh ho first time use type word
ham,Am I the only one who doesn't stalk profiles?,0,45,9,2,one doesnt stalk profil
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0,159,32,2,ever green quot ever told jerri cartoon person irrit alway one love vri much fail express gud nyt
ham,Yes i thought so. Thanks.,0,25,5,3,ye thought thank
ham,But if she.s drinkin i'm ok.,0,28,6,3,she drinkin im ok
ham,"Just wondering, the others just took off",0,40,7,1,wonder other took
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,156,31,3,night end anoth day morn come special way may smile like sunni ray leaf worri blue blue bay gud mrng
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0,138,33,4,dog must alway wait till end day word run time cell alreadi
ham,Happy new year to u too!,0,24,6,2,happi new year
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0,70,12,3,heygreat dealfarm tour pm pax deposit may
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,0,60,14,3,eat jap done oso aft ur lect wat got lect rite
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0,86,17,3,hey babe saw came onlin second disappear happen
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0,174,35,4,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish
ham,Happy birthday... May all ur dreams come true...,0,48,8,3,happi birthday may ur dream come true
ham,Aiyah u did ok already lar. E nydc at wheellock?,0,48,10,3,aiyah ok alreadi lar nydc wheellock
ham,TELL HER I SAID EAT SHIT.,0,25,6,2,tell said eat shit
ham,Sure! I am driving but will reach my destination soon.,0,54,10,3,sure drive reach destin soon
ham,"K so am I, how much for an 8th? Fifty?",0,38,10,3,much th fifti
ham,Your daily text from me – a favour this time,0,44,10,1,daili text favour time
ham,Great to hear you are settling well. So what's happenin wit ola?,0,64,12,3,great hear settl well what happenin wit ola
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,133,23,2,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one
ham,I tot u reach liao. He said t-shirt.,0,36,8,3,tot reach liao said tshirt
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0,132,31,2,fran decid go way im complet broke knacker got bout mrw love janx p dad fone credit
ham,Your right! I'll make the appointment right now.,0,48,8,3,right ill make appoint right
ham,Designation is software developer and may be she get chennai:),0,62,10,1,design softwar develop may get chennai
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,1,162,23,6,enjoy jamster videosound gold club credit new videosound logosmusicnew get fun jamstercouk help call
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,155,28,6,get lion england tone repli lionm mono lionp poli go origin best tone gbp network oper rate appli
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,0,46,11,3,jokin oni lar busi wun disturb
ham,"Ok, be careful ! Don't text and drive !",0,39,9,3,ok care dont text drive
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0,103,23,6,ill alway even spirit ill get bb soon tri sure need
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,83,20,4,much close heart go away shatter plz stay
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0,84,19,4,love babe sure everyth alrit idiot txt bak girli
ham,How abt making some of the pics bigger?,0,39,8,2,abt make pic bigger
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0,122,25,4,got got colour lor one colour quit light darker lor actual im done she style hair
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0,154,30,2,whenevr ur sad whenevr ur gray remembr im listn watevr wan na say ju walk wid littl whileamp promis ill bring back ur smile
ham,Why nothing. Ok anyway give me treat,0,36,7,2,noth ok anyway give treat
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,138,26,2,win newest harri potter order phoenix book repli harri answer question chanc first among reader
ham,Correct. So how was work today,0,30,6,2,correct work today
ham,"Just sent again. Do you scream and moan in bed, princess?",0,57,11,3,sent scream moan bed princess
ham,"I wake up long ago already... Dunno, what other thing?",0,54,10,3,wake long ago alreadi dunno thing
ham,Oh just getting even with u.... u?,0,34,7,3,oh get even
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,0,84,19,3,thk shd ok said plu minu leav line paragraph
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,139,29,3,call plz number show coveragd area urgnt call vasai amp reach clock call plz
ham,Yeah jay's sort of a fucking retard,0,35,7,1,yeah jay sort fuck retard
ham,"Sorry, was in the bathroom, sup",0,31,6,1,sorri bathroom sup
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1,125,26,5,ur balanc ur next question sang uptown girl answer txt ur answer good luck
ham,My exam is for february 4. Wish you a great day.,0,48,11,3,exam februari wish great day
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0,94,21,2,dont know come ask question like dont mistak
ham,"Aight no rush, I'll ask jay",0,27,6,1,aight rush ill ask jay
ham,Good Morning plz call me sir,0,28,6,1,good morn plz call sir
ham,It's ok lar. U sleep early too... Nite...,0,41,8,4,ok lar sleep earli nite
ham,"Oh... Icic... K lor, den meet other day...",0,42,8,4,oh icic lor den meet day
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0,150,35,4,oh half hour much longer syria canada eh wow must get much work done day u extra time grin
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0,162,29,3,sometim put wall around heartsnot safe get hurt find care enough break wall amp get closer goodnoon
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0,82,18,1,sweet may may go meet carlo gaug patti interest
